3K_DNA_IRIS_UNIQUE_ID;TYPE
IRIS-313-11420;ind2
IRIS-313-11421;ind2
IRIS-313-11422;ind1A
IRIS-313-11423;indx
IRIS-313-11424;trop1
IRIS-313-11425;admix
IRIS-313-11426;trop1
IRIS-313-11427;trop1
IRIS-313-11428;trop1
IRIS-313-11429;trop1
IRIS-313-11431;ind3
IRIS-313-11432;admix
IRIS-313-11433;ind1A
IRIS-313-11434;trop1
IRIS-313-11435;trop1
IRIS-313-11436;trop1
IRIS-313-11437;ind1B
IRIS-313-11438;indx
IRIS-313-11439;trop1
IRIS-313-11441;trop1
IRIS-313-11442;indx
IRIS-313-11443;indx
IRIS-313-11445;ind2
IRIS-313-11446;ind2
IRIS-313-11447;indx
IRIS-313-11448;ind2
IRIS-313-11449;indx
IRIS-313-11451;aro
IRIS-313-11452;aus
IRIS-313-11453;ind2
IRIS-313-11454;aus
IRIS-313-11455;aus
IRIS-313-11456;aus
IRIS-313-11458;aus
IRIS-313-11460;ind2
IRIS-313-11461;ind2
IRIS-313-11462;aus
IRIS-313-11463;indx
IRIS-313-11464;trop1
IRIS-313-11465;trop1
IRIS-313-11467;ind3
IRIS-313-11471;indx
IRIS-313-11472;ind3
IRIS-313-11473;trop1
IRIS-313-11476;aus
IRIS-313-11477;aus
IRIS-313-11478;ind2
IRIS-313-11479;trop1
IRIS-313-11480;ind1B
IRIS-313-11481;aus
IRIS-313-11482;aus
IRIS-313-11483;aus
IRIS-313-11484;aus
IRIS-313-11485;ind3
IRIS-313-11486;admix
IRIS-313-11487;ind2
IRIS-313-11489;aus
IRIS-313-11490;indx
IRIS-313-11491;ind2
IRIS-313-11492;aus
IRIS-313-11493;indx
IRIS-313-11494;trop2
IRIS-313-11495;trop1
IRIS-313-11496;trop1
IRIS-313-11497;ind2
IRIS-313-11498;trop1
IRIS-313-11499;trop1
IRIS-313-11500;ind2
IRIS-313-11505;ind2
IRIS-313-11506;indx
IRIS-313-11507;ind1B
IRIS-313-11508;ind3
IRIS-313-11509;ind3
IRIS-313-11510;indx
IRIS-313-11511;trop1
IRIS-313-11512;indx
IRIS-313-11513;ind1B
IRIS-313-11515;indx
IRIS-313-11516;indx
IRIS-313-11517;ind1B
IRIS-313-11521;indx
IRIS-313-11522;japx
IRIS-313-11523;indx
IRIS-313-11524;trop1
IRIS-313-11525;ind3
IRIS-313-11526;trop1
IRIS-313-11527;trop1
IRIS-313-11528;ind3
IRIS-313-11530;ind3
IRIS-313-11532;trop1
IRIS-313-11534;ind3
IRIS-313-11535;ind3
IRIS-313-11536;temp
IRIS-313-11537;trop1
IRIS-313-11538;ind1B
IRIS-313-11539;trop1
IRIS-313-11540;trop1
IRIS-313-11541;indx
IRIS-313-11542;admix
IRIS-313-11543;ind3
IRIS-313-11544;indx
IRIS-313-11545;indx
IRIS-313-11546;indx
IRIS-313-11547;indx
IRIS-313-11548;indx
IRIS-313-11549;indx
IRIS-313-11551;ind3
IRIS-313-11554;ind3
IRIS-313-11555;indx
IRIS-313-11556;ind3
IRIS-313-11557;aus
IRIS-313-11558;ind2
IRIS-313-11561;ind2
IRIS-313-11563;ind2
IRIS-313-11564;aro
IRIS-313-11565;ind2
IRIS-313-11566;ind2
IRIS-313-11567;aro
IRIS-313-11568;ind1A
IRIS-313-11570;indx
IRIS-313-11571;temp
IRIS-313-11572;ind1A
IRIS-313-11573;indx
IRIS-313-11574;temp
IRIS-313-11575;temp
IRIS-313-11576;indx
IRIS-313-11577;ind1A
IRIS-313-11578;temp
IRIS-313-11579;ind1A
IRIS-313-11580;indx
IRIS-313-11582;temp
IRIS-313-11584;temp
IRIS-313-11585;ind1A
IRIS-313-11586;temp
IRIS-313-11588;ind3
IRIS-313-11591;admix
IRIS-313-11594;indx
IRIS-313-11595;aus
IRIS-313-11596;indx
IRIS-313-11597;ind2
IRIS-313-11598;admix
IRIS-313-11599;ind2
IRIS-313-11600;ind2
IRIS-313-11602;aus
IRIS-313-11603;aus
IRIS-313-11604;aus
IRIS-313-11606;ind2
IRIS-313-11607;ind2
IRIS-313-11608;ind3
IRIS-313-11609;ind3
IRIS-313-11610;ind3
IRIS-313-11611;trop1
IRIS-313-11615;ind3
IRIS-313-11616;admix
IRIS-313-11617;aus
IRIS-313-11618;aus
IRIS-313-11619;aus
IRIS-313-11620;aus
IRIS-313-11621;indx
IRIS-313-11622;ind1A
IRIS-313-11623;trop2
IRIS-313-11624;ind1A
IRIS-313-11625;aro
IRIS-313-11626;aro
IRIS-313-11627;aro
IRIS-313-11628;admix
IRIS-313-11629;aus
IRIS-313-11630;aro
IRIS-313-11632;aro
IRIS-313-11635;ind3
IRIS-313-11636;aus
IRIS-313-11638;ind2
IRIS-313-11639;indx
IRIS-313-11640;ind2
IRIS-313-11641;ind2
IRIS-313-11642;ind2
IRIS-313-11643;ind1B
IRIS-313-11644;ind2
IRIS-313-11645;ind2
IRIS-313-11646;ind2
IRIS-313-11647;ind2
IRIS-313-11648;ind2
IRIS-313-11650;ind2
IRIS-313-11651;temp
IRIS-313-11652;temp
IRIS-313-11653;temp
IRIS-313-11654;temp
IRIS-313-11655;temp
IRIS-313-11656;indx
IRIS-313-11657;ind2
IRIS-313-11658;trop1
IRIS-313-11659;trop1
IRIS-313-11660;trop1
IRIS-313-11661;temp
IRIS-313-11663;admix
IRIS-313-11664;indx
IRIS-313-11665;ind1A
IRIS-313-11666;indx
IRIS-313-11667;ind1A
IRIS-313-11668;ind1A
IRIS-313-11669;indx
IRIS-313-11671;ind2
IRIS-313-11672;temp
IRIS-313-11673;trop1
IRIS-313-11674;ind3
IRIS-313-11676;ind3
IRIS-313-11677;ind3
IRIS-313-11678;ind3
IRIS-313-11679;ind3
IRIS-313-11680;ind3
IRIS-313-11681;ind3
IRIS-313-11682;ind3
IRIS-313-11683;ind3
IRIS-313-11684;ind3
IRIS-313-11685;ind3
IRIS-313-11686;ind3
IRIS-313-11687;ind3
IRIS-313-11688;ind3
IRIS-313-11689;temp
IRIS-313-11690;admix
IRIS-313-11691;trop2
IRIS-313-11692;ind1A
IRIS-313-11693;indx
IRIS-313-11694;indx
IRIS-313-11695;ind1A
IRIS-313-11698;aro
IRIS-313-11700;ind3
IRIS-313-11702;temp
IRIS-313-11704;ind3
IRIS-313-11705;ind3
IRIS-313-11706;ind3
IRIS-313-11707;ind3
IRIS-313-11708;ind3
IRIS-313-11709;ind3
IRIS-313-11710;ind3
IRIS-313-11711;ind3
IRIS-313-11712;aus
IRIS-313-11713;ind3
IRIS-313-11714;indx
IRIS-313-11716;ind3
IRIS-313-11717;indx
IRIS-313-11719;ind3
IRIS-313-11720;ind3
IRIS-313-11721;ind3
IRIS-313-11722;indx
IRIS-313-11723;ind2
IRIS-313-11724;ind3
IRIS-313-11725;temp
IRIS-313-11726;ind1A
IRIS-313-11727;ind1A
IRIS-313-11728;ind3
IRIS-313-11729;indx
IRIS-313-11730;indx
IRIS-313-11731;indx
IRIS-313-11732;ind1A
IRIS-313-11733;ind1A
IRIS-313-11734;ind1A
IRIS-313-11735;indx
IRIS-313-11736;trop1
IRIS-313-11737;aus
IRIS-313-11738;ind2
IRIS-313-11739;trop1
IRIS-313-11740;indx
IRIS-313-11741;ind2
IRIS-313-11742;aus
IRIS-313-11743;aro
IRIS-313-11744;indx
IRIS-313-11745;ind1A
IRIS-313-11746;ind1A
IRIS-313-11747;indx
IRIS-313-11748;indx
IRIS-313-11750;indx
IRIS-313-11751;indx
IRIS-313-11752;ind1A
IRIS-313-11753;ind1A
IRIS-313-11754;admix
IRIS-313-11755;trop1
IRIS-313-11756;trop1
IRIS-313-11757;ind3
IRIS-313-11758;ind2
IRIS-313-11759;trop1
IRIS-313-11760;ind2
IRIS-313-11761;ind2
IRIS-313-11762;ind2
IRIS-313-11763;indx
IRIS-313-11764;ind3
IRIS-313-11765;aro
IRIS-313-11766;admix
IRIS-313-11767;admix
IRIS-313-11772;ind2
IRIS-313-11773;ind3
IRIS-313-11779;ind3
IRIS-313-11780;ind3
IRIS-313-11782;ind2
IRIS-313-11783;indx
IRIS-313-11784;ind1B
IRIS-313-11785;ind3
IRIS-313-11786;ind3
IRIS-313-11787;ind2
IRIS-313-11788;japx
IRIS-313-11789;ind2
IRIS-313-11790;trop1
IRIS-313-11791;ind2
IRIS-313-11792;trop1
IRIS-313-11793;ind2
IRIS-313-11794;ind2
IRIS-313-11795;ind1A
IRIS-313-11796;ind1A
IRIS-313-11797;ind1A
IRIS-313-11798;ind1B
IRIS-313-11799;ind1A
IRIS-313-11800;temp
IRIS-313-11801;indx
IRIS-313-11802;ind1A
IRIS-313-11803;temp
IRIS-313-11804;ind1A
IRIS-313-11805;ind1A
IRIS-313-11806;ind1A
IRIS-313-11807;indx
IRIS-313-11808;indx
IRIS-313-11809;aus
IRIS-313-11810;ind3
IRIS-313-11811;ind2
IRIS-313-11812;ind3
IRIS-313-11813;ind3
IRIS-313-11814;ind3
IRIS-313-11815;ind3
IRIS-313-11816;indx
IRIS-313-11817;indx
IRIS-313-11818;indx
IRIS-313-11819;ind3
IRIS-313-11820;ind3
IRIS-313-11821;ind2
IRIS-313-11822;ind2
IRIS-313-11823;ind2
IRIS-313-11824;ind2
IRIS-313-11825;aro
IRIS-313-11826;aro
IRIS-313-11827;ind2
IRIS-313-11828;ind2
IRIS-313-11829;temp
IRIS-313-11830;ind3
IRIS-313-11831;trop2
IRIS-313-11832;trop2
IRIS-313-11833;ind3
IRIS-313-11834;trop2
IRIS-313-11835;indx
IRIS-313-11836;ind3
IRIS-313-11837;ind3
IRIS-313-11838;ind3
IRIS-313-11839;ind3
IRIS-313-11840;ind3
IRIS-313-11841;ind3
IRIS-313-11842;ind3
IRIS-313-11843;ind3
IRIS-313-11844;ind3
IRIS-313-11845;trop2
IRIS-313-11846;trop2
IRIS-313-11848;ind3
IRIS-313-11849;ind3
IRIS-313-11850;ind3
IRIS-313-11851;trop1
IRIS-313-11852;ind1A
IRIS-313-11853;ind1A
IRIS-313-11854;ind1A
IRIS-313-11855;ind1A
IRIS-313-11856;ind1A
IRIS-313-11857;ind1A
IRIS-313-11858;ind1A
IRIS-313-11859;ind1A
IRIS-313-11860;ind1A
IRIS-313-11861;ind1A
IRIS-313-11862;ind1A
IRIS-313-11863;ind1A
IRIS-313-11865;ind1A
IRIS-313-11866;ind1A
IRIS-313-11867;ind1A
IRIS-313-11868;ind1A
IRIS-313-11869;ind1A
IRIS-313-11870;ind1A
IRIS-313-11871;ind1A
IRIS-313-11872;ind1A
IRIS-313-11875;temp
IRIS-313-11876;ind1A
IRIS-313-11877;ind1A
IRIS-313-11878;ind1A
IRIS-313-11881;ind1A
IRIS-313-11882;ind1A
IRIS-313-11884;ind1A
IRIS-313-11885;ind1A
IRIS-313-11886;ind1B
IRIS-313-11887;ind1B
IRIS-313-11888;aus
IRIS-313-11889;indx
IRIS-313-11890;temp
IRIS-313-11892;trop2
IRIS-313-11893;indx
IRIS-313-11894;indx
IRIS-313-11895;ind3
IRIS-313-11896;ind3
IRIS-313-11897;trop2
IRIS-313-11898;ind3
IRIS-313-11899;indx
IRIS-313-11900;trop2
IRIS-313-11901;ind3
IRIS-313-11902;ind3
IRIS-313-11903;trop1
IRIS-313-11904;ind3
IRIS-313-11905;ind3
IRIS-313-11906;trop1
IRIS-313-11907;trop1
IRIS-313-11908;temp
IRIS-313-11909;ind1A
IRIS-313-11910;indx
IRIS-313-11911;ind1A
IRIS-313-11912;ind3
IRIS-313-11913;trop1
IRIS-313-11914;ind2
IRIS-313-11915;trop1
IRIS-313-11916;ind2
IRIS-313-11917;aus
IRIS-313-11918;ind2
IRIS-313-11919;ind2
IRIS-313-11920;indx
IRIS-313-11921;ind3
IRIS-313-11922;trop2
IRIS-313-11923;trop2
IRIS-313-11924;trop2
IRIS-313-11925;ind3
IRIS-313-11926;trop2
IRIS-313-11927;ind3
IRIS-313-11928;trop1
IRIS-313-11929;trop1
IRIS-313-11930;ind1B
IRIS-313-11931;temp
IRIS-313-11932;ind2
IRIS-313-11934;indx
IRIS-313-11935;ind3
IRIS-313-11936;ind3
IRIS-313-11937;indx
IRIS-313-11938;indx
IRIS-313-11939;ind3
IRIS-313-11940;indx
IRIS-313-11941;ind1B
IRIS-313-11943;ind1A
IRIS-313-11944;ind1A
IRIS-313-11945;ind2
IRIS-313-11946;trop1
IRIS-313-11947;indx
IRIS-313-11948;ind1A
IRIS-313-11949;ind1A
IRIS-313-11950;ind1A
IRIS-313-11951;ind1A
IRIS-313-11952;ind1A
IRIS-313-11953;ind1A
IRIS-313-11954;ind1A
IRIS-313-11955;ind1A
IRIS-313-11956;admix
IRIS-313-11957;indx
IRIS-313-11958;ind3
IRIS-313-11959;ind3
IRIS-313-11960;ind1B
IRIS-313-11961;ind3
IRIS-313-11962;ind3
IRIS-313-11963;aus
IRIS-313-11964;ind2
IRIS-313-11965;ind1A
IRIS-313-11966;ind1A
IRIS-313-11967;indx
IRIS-313-11968;ind1A
IRIS-313-11969;ind2
IRIS-313-11970;trop1
IRIS-313-11971;trop1
IRIS-313-11973;temp
IRIS-313-11974;ind3
IRIS-313-11975;ind3
IRIS-313-11976;ind3
IRIS-313-11977;indx
IRIS-313-11978;ind1B
IRIS-313-11979;ind1B
IRIS-313-11980;ind1A
IRIS-313-11981;temp
IRIS-313-11982;aus
IRIS-313-11983;ind2
IRIS-313-11984;temp
IRIS-313-11985;indx
IRIS-313-11986;ind1A
IRIS-313-11987;indx
IRIS-313-11988;indx
IRIS-313-11989;ind3
IRIS-313-11990;ind1B
IRIS-313-11991;ind3
IRIS-313-11992;ind3
IRIS-313-11993;indx
IRIS-313-11994;trop1
IRIS-313-11995;trop1
IRIS-313-11996;ind3
IRIS-313-11997;ind3
IRIS-313-11998;ind3
IRIS-313-11999;ind3
IRIS-313-12000;ind3
IRIS-313-12002;aus
IRIS-313-12003;temp
IRIS-313-12004;admix
IRIS-313-12005;ind3
IRIS-313-12006;trop1
IRIS-313-12007;indx
IRIS-313-12009;ind1A
IRIS-313-12010;ind1A
IRIS-313-12011;indx
IRIS-313-12012;ind1A
IRIS-313-12013;ind2
IRIS-313-12014;ind2
IRIS-313-12015;ind2
IRIS-313-12016;indx
IRIS-313-12017;indx
IRIS-313-12018;trop1
IRIS-313-12021;trop1
IRIS-313-12024;ind1B
IRIS-313-12027;ind3
IRIS-313-12028;indx
IRIS-313-12029;trop2
IRIS-313-12030;admix
IRIS-313-12031;trop1
IRIS-313-12033;ind1A
IRIS-313-12036;ind3
IRIS-313-12037;ind3
IRIS-313-12038;ind3
IRIS-313-12039;ind3
IRIS-313-12040;ind3
IRIS-313-12041;ind3
IRIS-313-12042;ind3
IRIS-313-12043;ind3
IRIS-313-12044;ind3
IRIS-313-12045;trop1
IRIS-313-12046;ind3
IRIS-313-12047;ind3
IRIS-313-12048;ind3
IRIS-313-12049;ind3
IRIS-313-12050;indx
IRIS-313-12051;trop1
IRIS-313-12052;indx
IRIS-313-12053;indx
IRIS-313-12054;temp
IRIS-313-12055;aus
IRIS-313-12057;indx
IRIS-313-12058;ind3
IRIS-313-12059;temp
IRIS-313-12060;japx
IRIS-313-12061;temp
IRIS-313-12063;trop2
IRIS-313-12065;admix
IRIS-313-12066;ind3
IRIS-313-12067;indx
IRIS-313-12068;trop1
IRIS-313-12069;trop1
IRIS-313-12070;trop1
IRIS-313-12071;trop2
IRIS-313-12072;indx
IRIS-313-12073;trop1
IRIS-313-12074;aro
IRIS-313-12076;trop2
IRIS-313-12077;trop2
IRIS-313-12078;indx
IRIS-313-12079;ind3
IRIS-313-12080;ind3
IRIS-313-12081;ind3
IRIS-313-12082;ind2
IRIS-313-12083;ind2
IRIS-313-12093;indx
IRIS-313-12094;aro
IRIS-313-12096;ind3
IRIS-313-12097;ind3
IRIS-313-12101;ind3
IRIS-313-12102;ind3
IRIS-313-12108;trop1
IRIS-313-12109;ind3
IRIS-313-12118;ind2
IRIS-313-12121;ind3
IRIS-313-12127;ind3
IRIS-313-12128;ind3
IRIS-313-12129;trop2
IRIS-313-12130;ind3
IRIS-313-12131;ind3
IRIS-313-12133;ind3
IRIS-313-12134;trop2
IRIS-313-12135;ind1B
IRIS-313-12138;indx
IRIS-313-12139;aus
IRIS-313-12141;aus
IRIS-313-12142;ind3
IRIS-313-12143;ind3
IRIS-313-12144;trop1
IRIS-313-12146;indx
IRIS-313-12147;ind3
IRIS-313-12148;ind3
IRIS-313-12151;ind3
IRIS-313-12152;ind3
IRIS-313-12161;ind3
IRIS-313-12164;japx
IRIS-313-12180;indx
IRIS-313-12182;indx
IRIS-313-12183;aus
IRIS-313-12185;indx
IRIS-313-12186;indx
IRIS-313-12187;indx
IRIS-313-12188;ind3
IRIS-313-12190;indx
IRIS-313-12193;ind3
IRIS-313-12194;ind3
IRIS-313-12200;trop2
IRIS-313-12207;indx
IRIS-313-12210;indx
IRIS-313-12217;temp
IRIS-313-12220;indx
IRIS-313-12221;ind3
IRIS-313-12222;ind3
IRIS-313-12224;ind3
IRIS-313-12225;ind3
IRIS-313-12226;trop2
IRIS-313-12227;trop2
IRIS-313-12228;trop2
IRIS-313-12229;ind3
IRIS-313-12231;ind3
IRIS-313-12232;indx
IRIS-313-12234;ind1B
IRIS-313-12236;ind1A
IRIS-313-12237;ind1A
IRIS-313-12240;ind3
IRIS-313-12241;trop1
IRIS-313-12242;trop2
IRIS-313-12244;trop1
IRIS-313-12246;ind3
IRIS-313-12247;ind3
IRIS-313-12249;ind3
IRIS-313-12251;ind3
IRIS-313-12252;trop2
IRIS-313-12254;trop2
IRIS-313-12257;trop2
IRIS-313-12258;trop2
IRIS-313-12259;ind3
IRIS-313-12260;ind3
IRIS-313-12261;ind3
IRIS-313-12262;trop2
IRIS-313-12263;ind3
IRIS-313-12265;trop2
IRIS-313-12266;trop2
IRIS-313-12268;indx
IRIS-313-12269;indx
IRIS-313-12270;indx
IRIS-313-12271;trop1
IRIS-313-12272;trop1
IRIS-313-12273;ind1A
IRIS-313-12275;indx
IRIS-313-12278;ind2
IRIS-313-12279;trop1
IRIS-313-12280;indx
IRIS-313-12281;trop1
IRIS-313-12282;indx
IRIS-313-12283;indx
IRIS-313-12284;ind2
IRIS-313-12285;trop1
IRIS-313-12286;ind3
IRIS-313-12287;ind3
IRIS-313-12288;ind3
IRIS-313-12289;trop2
IRIS-313-12290;indx
IRIS-313-12291;indx
IRIS-313-12292;ind3
IRIS-313-12296;ind3
IRIS-313-12297;indx
IRIS-313-12299;trop2
IRIS-313-12300;indx
IRIS-313-12301;indx
IRIS-313-12302;ind3
IRIS-313-12303;indx
IRIS-313-12305;ind3
IRIS-313-12307;trop2
IRIS-313-12308;ind3
IRIS-313-12309;ind3
IRIS-313-12311;trop2
IRIS-313-12312;trop2
IRIS-313-12313;trop2
IRIS-313-12319;ind1B
IRIS-313-12321;trop2
IRIS-313-12322;trop2
IRIS-313-12323;trop2
IRIS-313-12324;trop2
IRIS-313-12325;ind2
IRIS-313-12329;indx
IRIS-313-12330;trop2
IRIS-313-12332;trop2
IRIS-313-12334;ind3
IRIS-313-12336;trop2
IRIS-313-12337;trop2
IRIS-313-12340;trop2
IRIS-313-12341;trop2
IRIS-313-12342;trop2
IRIS-313-12344;trop2
IRIS-313-12345;trop2
IRIS-313-12346;trop2
IRIS-313-12347;trop2
IRIS-313-12348;trop2
IRIS-313-12349;trop2
IRIS-313-12350;trop2
IRIS-313-12351;trop2
IRIS-313-12352;trop2
IRIS-313-12353;trop2
IRIS-313-12354;indx
IRIS-313-12355;indx
IRIS-313-15896;ind1B
IRIS-313-15897;indx
IRIS-313-15898;indx
IRIS-313-15899;indx
IRIS-313-15900;indx
IRIS-313-15901;ind1B
IRIS-313-15902;ind1B
IRIS-313-15903;indx
IRIS-313-15904;temp
IRIS-313-15905;trop1
IRIS-313-15906;indx
IRIS-313-15907;trop1
IRIS-313-15908;aus
IRIS-313-15909;aro
IRIS-313-15910;trop1
IRIS-313-7620;ind3
IRIS-313-7635;ind1B
IRIS-313-7636;ind1B
IRIS-313-7638;indx
IRIS-313-7641;indx
IRIS-313-7646;admix
IRIS-313-7650;ind2
IRIS-313-7651;ind2
IRIS-313-7654;ind1B
IRIS-313-7664;ind1B
IRIS-313-7665;indx
IRIS-313-7668;indx
IRIS-313-7681;indx
IRIS-313-7684;indx
IRIS-313-7685;ind1B
IRIS-313-7688;ind1B
IRIS-313-7689;ind1B
IRIS-313-7690;indx
IRIS-313-7691;ind1B
IRIS-313-7696;indx
IRIS-313-7698;indx
IRIS-313-7699;indx
IRIS-313-7719;indx
IRIS-313-7720;ind2
IRIS-313-7722;admix
IRIS-313-7725;ind2
IRIS-313-7728;ind2
IRIS-313-7736;ind2
IRIS-313-7758;ind2
IRIS-313-7766;ind1B
IRIS-313-7769;indx
IRIS-313-7770;ind1B
IRIS-313-7773;ind1B
IRIS-313-7778;indx
IRIS-313-7780;indx
IRIS-313-7792;indx
IRIS-313-7793;ind2
IRIS-313-7795;ind2
IRIS-313-7797;indx
IRIS-313-7799;ind2
IRIS-313-7807;ind1B
IRIS-313-7808;ind1B
IRIS-313-7809;indx
IRIS-313-7815;ind1B
IRIS-313-7816;ind1B
IRIS-313-7819;ind1B
IRIS-313-7820;ind1B
IRIS-313-7824;ind1B
IRIS-313-7826;ind1B
IRIS-313-7832;ind1B
IRIS-313-7838;trop1
IRIS-313-7850;trop1
IRIS-313-7856;trop2
IRIS-313-7859;trop2
IRIS-313-7863;trop1
IRIS-313-7866;trop1
IRIS-313-7868;trop1
IRIS-313-7870;japx
IRIS-313-7876;trop1
IRIS-313-7883;trop1
IRIS-313-7885;trop1
IRIS-313-7902;trop1
IRIS-313-7907;trop1
IRIS-313-7909;trop1
IRIS-313-7911;ind1B
IRIS-313-7912;trop1
IRIS-313-7914;trop1
IRIS-313-7922;trop1
IRIS-313-7924;trop1
IRIS-313-7933;admix
IRIS-313-7959;trop1
IRIS-313-7992;trop1
IRIS-313-7993;trop1
IRIS-313-7994;trop1
IRIS-313-8003;trop1
IRIS-313-8010;trop1
IRIS-313-8011;trop2
IRIS-313-8023;japx
IRIS-313-8024;temp
IRIS-313-8025;temp
IRIS-313-8026;temp
IRIS-313-8027;japx
IRIS-313-8029;japx
IRIS-313-8031;japx
IRIS-313-8032;temp
IRIS-313-8033;temp
IRIS-313-8037;japx
IRIS-313-8039;temp
IRIS-313-8041;japx
IRIS-313-8044;trop1
IRIS-313-8046;trop1
IRIS-313-8048;japx
IRIS-313-8049;japx
IRIS-313-8050;temp
IRIS-313-8052;temp
IRIS-313-8053;japx
IRIS-313-8057;trop1
IRIS-313-8058;trop1
IRIS-313-8060;trop1
IRIS-313-8061;trop1
IRIS-313-8062;trop1
IRIS-313-8063;trop1
IRIS-313-8064;trop1
IRIS-313-8065;trop1
IRIS-313-8066;temp
IRIS-313-8067;ind1B
IRIS-313-8068;indx
IRIS-313-8069;indx
IRIS-313-8072;trop1
IRIS-313-8073;aus
IRIS-313-8074;trop1
IRIS-313-8075;temp
IRIS-313-8076;trop1
IRIS-313-8084;temp
IRIS-313-8085;temp
IRIS-313-8087;temp
IRIS-313-8090;temp
IRIS-313-8095;temp
IRIS-313-8096;temp
IRIS-313-8097;temp
IRIS-313-8099;temp
IRIS-313-8102;trop1
IRIS-313-8105;temp
IRIS-313-8109;temp
IRIS-313-8111;temp
IRIS-313-8112;temp
IRIS-313-8113;temp
IRIS-313-8114;temp
IRIS-313-8115;japx
IRIS-313-8116;japx
IRIS-313-8118;temp
IRIS-313-8119;temp
IRIS-313-8121;japx
IRIS-313-8123;temp
IRIS-313-8124;japx
IRIS-313-8125;temp
IRIS-313-8126;temp
IRIS-313-8127;temp
IRIS-313-8128;temp
IRIS-313-8129;temp
IRIS-313-8132;temp
IRIS-313-8134;temp
IRIS-313-8135;temp
IRIS-313-8136;temp
IRIS-313-8137;japx
IRIS-313-8138;temp
IRIS-313-8139;japx
IRIS-313-8140;temp
IRIS-313-8141;temp
IRIS-313-8142;temp
IRIS-313-8143;japx
IRIS-313-8145;temp
IRIS-313-8147;temp
IRIS-313-8148;temp
IRIS-313-8149;temp
IRIS-313-8151;temp
IRIS-313-8154;japx
IRIS-313-8155;japx
IRIS-313-8158;japx
IRIS-313-8159;japx
IRIS-313-8160;temp
IRIS-313-8161;ind1B
IRIS-313-8162;temp
IRIS-313-8164;temp
IRIS-313-8165;temp
IRIS-313-8166;japx
IRIS-313-8167;japx
IRIS-313-8168;japx
IRIS-313-8170;japx
IRIS-313-8171;temp
IRIS-313-8172;admix
IRIS-313-8173;trop1
IRIS-313-8177;japx
IRIS-313-8180;trop1
IRIS-313-8183;trop1
IRIS-313-8184;admix
IRIS-313-8185;trop1
IRIS-313-8186;trop1
IRIS-313-8192;trop1
IRIS-313-8193;trop1
IRIS-313-8195;japx
IRIS-313-8200;temp
IRIS-313-8202;trop1
IRIS-313-8204;temp
IRIS-313-8205;japx
IRIS-313-8208;temp
IRIS-313-8209;trop1
IRIS-313-8212;indx
IRIS-313-8213;trop1
IRIS-313-8214;japx
IRIS-313-8215;indx
IRIS-313-8216;temp
IRIS-313-8217;temp
IRIS-313-8218;temp
IRIS-313-8232;trop1
IRIS-313-8244;ind2
IRIS-313-8252;aus
IRIS-313-8253;ind3
IRIS-313-8256;japx
IRIS-313-8265;indx
IRIS-313-8268;aro
IRIS-313-8277;trop1
IRIS-313-8279;trop1
IRIS-313-8283;aus
IRIS-313-8285;trop1
IRIS-313-8288;indx
IRIS-313-8291;ind3
IRIS-313-8292;ind3
IRIS-313-8293;ind3
IRIS-313-8302;admix
IRIS-313-8303;ind2
IRIS-313-8305;ind2
IRIS-313-8306;indx
IRIS-313-8312;ind3
IRIS-313-8314;trop1
IRIS-313-8315;indx
IRIS-313-8316;ind3
IRIS-313-8321;aus
IRIS-313-8323;trop1
IRIS-313-8324;admix
IRIS-313-8326;aro
IRIS-313-8332;indx
IRIS-313-8339;trop1
IRIS-313-8341;indx
IRIS-313-8342;aus
IRIS-313-8349;ind2
IRIS-313-8356;trop1
IRIS-313-8368;indx
IRIS-313-8380;ind1A
IRIS-313-8381;trop1
IRIS-313-8382;admix
IRIS-313-8383;indx
IRIS-313-8385;aro
IRIS-313-8386;indx
IRIS-313-8387;temp
IRIS-313-8390;aus
IRIS-313-8391;ind2
IRIS-313-8392;ind1B
IRIS-313-8398;aus
IRIS-313-8399;temp
IRIS-313-8400;trop1
IRIS-313-8401;indx
IRIS-313-8405;indx
IRIS-313-8407;ind3
IRIS-313-8409;indx
IRIS-313-8410;aus
IRIS-313-8412;indx
IRIS-313-8414;indx
IRIS-313-8431;trop1
IRIS-313-8433;ind1A
IRIS-313-8434;trop1
IRIS-313-8435;ind1A
IRIS-313-8436;trop1
IRIS-313-8437;indx
IRIS-313-8439;trop1
IRIS-313-8444;temp
IRIS-313-8450;ind2
IRIS-313-8453;indx
IRIS-313-8454;ind1A
IRIS-313-8457;ind3
IRIS-313-8458;indx
IRIS-313-8466;ind3
IRIS-313-8468;ind3
IRIS-313-8474;ind3
IRIS-313-8481;temp
IRIS-313-8485;ind3
IRIS-313-8486;trop2
IRIS-313-8492;ind3
IRIS-313-8493;ind3
IRIS-313-8498;aro
IRIS-313-8502;temp
IRIS-313-8509;ind2
IRIS-313-8514;ind1B
IRIS-313-8519;trop2
IRIS-313-8523;trop1
IRIS-313-8530;ind2
IRIS-313-8536;ind3
IRIS-313-8554;aus
IRIS-313-8557;ind3
IRIS-313-8559;ind2
IRIS-313-8565;trop2
IRIS-313-8567;ind3
IRIS-313-8568;ind2
IRIS-313-8571;ind3
IRIS-313-8572;trop1
IRIS-313-8578;trop2
IRIS-313-8580;trop2
IRIS-313-8585;indx
IRIS-313-8586;ind3
IRIS-313-8591;ind3
IRIS-313-8594;trop1
